all_type,text
L-I,Spores carried by wind. They also need a little moisture.
L-I,"[ - Ants sleep in the winter, they dig their colonies deeper below the frost line and can be frozen without harm.- ]"
L-I,Spores carried by wind spread the moss.
L-I,moss dosent just grow on trees it wiil grow on most things if it has moisture it will grow
L-I,They need moisture and shade to grow.
L-I,Small animals and insects live in moss.
L-I,Ants make there ant hills out oit of dirtand make a hole
L-I,"ants are super strong, so they dig the hole quiqly even after it gets destroyed"
L-I,there may be thousands of ant holes
L-I,there are alot more then a thousand ant holes on earth more like BILLIONS of ant hills.
L-I,ants has recepters whitch could detect food or danger
L-I,"[ - I think worker ants do most of the work, the worker ants would be building the ant hill. I agree that the ant hills would be made out of dirt too.- ]"
L-I,The Need The Sun For Giving Them Nutriens
L-I,[ - is that they eat anamals that cant hert them that much- ]
L-I,"[ - Is, that the white and black catipiller is piosonous.- ]But some one else thinks there is another black and white catipiller in florida but I disagree."
L-I,[ - is that birds carry them over- ]
L-I,[ -wonce one gets in it lays eggs whitch makes more and one probibly crawled on the roo- ]
L-I,[ - is they might crall over the school like going on it and crall on to the roof to go in the courtYARD - ]
L-I,[ - is that if a predetor is close it will turn over to blend in- ]
L-I,[ - is it flips over- ]
L-I,looked like the start of a bee hive
L-I,"The trees get nutrious y the water feeding the roots, and the sun!"
L-I,"There can be a lot of different animals.[ - insects are anials too.- ] If insect are animals there is so many types of animals like grass hoppers,ants mousqutioand other different insects ."
L-I,They have sounds that they make!
L-I,A mousqutio is a arachnid so is a scopein and a spider.
L-I,"The animals and insects that live in the courtyard are mainly birds, bees, grasshoppers, ants and antholes, and possibly some arachnids."
L-I,the answer is the sun pushes the air on our body and they call it wind
L-I,"yes[ - is- ] yes during oter sesings in winter ther fur might white or oter colers"
L-I," the evidence of how moss is fuzzy"
L-I,well jack you see air you see it everywhere. and air s everthing. and plus air is the first thing that you see in the morning when you wake up!
L-I,"A dark green colour with a tint of yellow, like that of moss. Dark moss green colour: A pale grey is hgreen color, like that of lichen."
L-I,"a small flowerless green plant of the division Bryophyta, which comprises the mosses and liverworts."
L-I,mosquito bites can be so powerfull that they can crush blood vesls.
L-I,"know I know why mosquito bites itch so much.mosquitos are so annoying.the itchyness can last for so long when the real bit part is only a few seconds!!mosquitos."
L-I,the mosquito is just trying to get food
L-I,"[ - the mosquitos can spred a deathly illness though. So, if you see a moquito sucking out someone's blood, kill it.-]"
L-I,the bit ecan be deadly pisonis
L-I,Ant h hills are non living
L-I,Anthills are nonliving!
L-I,Beehives ar nonliving!
L-I,Beehives are nonliving. The bees just live in which does not make the Beehive living.
L-I,Ant hills are nonliving
L-I,Bees polinate flowers for other animals and us.
L-I,[ - is many apples rot because the weather is changing - ]
L-I,"Spores are carried by the wind. Then, it grows into moss."
L-I,I think you miss understand what spores are. Spores are kind of like the seeds for moss exept there‚re microscphic.
L-I,Ad a midrib is...........: Alarge strengthened vein along the midline of a leaf.
L-I,Moss spores spread onto certain things and they need sun and water to help them grow
L-I,Are all beehives edible
L-I,"I learned that there are over 22,000 different types of moss, but we mostly see here in ny fire moss and Ceratodon purpureus moss."
L-I,"[some trees are very slow and takes 20 to30 years, some reach to full size 10-15 years.it's growth depends on what type of tree it is."
L-I,I think spiders climb walls by gripping into cracks with their legs.
L-I,theere is millions of ants thats how
L-I,ant hills are made of dirt clay and some times pine nedles!!!
L-I,Ant hills can also be built out of sand.
L-I,[ - is that the enviormet is good here at this time .- ]
L-I,I dont think metal ever lived.
L-I,[ - Newly hatched eggs become slaves and only Queens can lay eggs.- ]
L-I,It's a seedless plant. It has spores.
L-I,Baby ants are light colored when they are babys and when they get older they get darker
L-I,I already know that queen ants are made by eating a spcific type of food-weet food!
L-I,"ants are a very light color when they hatch from the egg, but they grow darker as they get older."
L-I,ants love sweet things such as fruit.
L-I,there can be thousand of ants in one ant hill with ony one queen!
L-I,the queen ant lays all the eggs
L-I,They lay thousends of eggs a day.
L-I,ants eat fruity stuff like fruit and other stuff
L-I,[ - A Daddy long legs fangs are to short to bite people but there tails are have been so deadly with venom.- ]
L-I,Daddy long legs are OPILIONE not spiders.
L-I,Anthills can shelter thousands o ant
L-I,[ - is maybe that the male might become king of the ants- ]
L-I,"[ - There are over 12,000 kinds of ants. Males have wings. Females don't have wings and when the queen dies the colony falls apart.- ]"
L-I,Rhizoids are the super thin roots that hold the moss in place. They aren‚t very strong so you could pick it up without struggle.
L-I,Rhizoids attach the moss on whatever it's growing on.
L-I,[ - poison is used to scare predetors away or else the predotor will dye slowly- ]
L-I,[ - every living thing has energy- ]
L-I,When I watched a brain pop video I learned that seedless plants have spores. Spores are kind of like the seeds for seedless plant exept they‚re microscphic.
L-I,"[ - Moss grows and spreads called ""spores."" They're special reproductive cells that grow on moss. Since the spores are VERY light, the wind blows th spores away, creating more moss.- ]"
L-I,Moss can grow anywhere even on trees and rocks.
L-I,ants will also eat threr ownkind whe the die
L-I,Ants eat worms.
L-I,i found a video of a tree that grows 40 diffrent stone fruits the the way the man who made the tree was he got a branch from each fruit tree and put them together with plastic wrap and it took 3 years for the tree to grow and it growd all by itself
L-I,The raise of the sun are so powerful that even some of Jupiter.The raise feeds all of the producers and animals.
L-I,ants used ant hills for bad weather they alos used it for store food in ant hills.
L-I,i now have found ut that they also use co2 to make there sugar to.
L-I,i just found out they give off oxegen into the air which is what we breath in .
L-I,Some ants build there ant hills by weaving leaves togther
L-I,"A swarm of army ants can kill 100,000 insects,spiders and even small animals in a day"
L-I,"There is an ornamental grass called Feather Reed Grass(Calamagrostis acutiflora) and it is from 3 to 5 feet tall and it has a lot of flowers."
L-I,"There is a grass called Perennial Fountain GrassPennisetum alopecuroides"
L-I,[ - is that there are all kinds of diffrent cattipilers but there is only one kind that i know that is piosenes and it is white with black spikes and it is really cool iv seen one or two before and thoes are the most dangoures cattipilers that i know .- ]
L-I,Ants have been around Sens the Cretaceous period!
L-I,"Brydie, wolves do not live in the pine bush, they live in canada and the western Us"
L-I,you also need co2 for photosynthesis
L-I,I learned that there are different types of air poulltion can effect different people. Like in the video I saw ittold me that there are air types that are hazordus and can be very harmful.
L-I,Bryophyte is a moss
L-I,[ - mosses and ferns are eukaryotic which means they have nucleus.they also contain cell walls made of cellouse a fibrous and tough material- ]
L-I,"Anthony, mosquitos also kill the most people yearly out of any animal in the world."
L-I,a baby female ant eats special food and becomes a queen
L-I,they mix blobs of silk with water to make webs
L-I,Rivers are just lots of streams joined together.
L-I,"There are two types of fresh water, hard and soft. Hard water has lots of metals. Soft water has no minerals"
L-I,Soil and paper towel have some progress it's 12/7 and we hve some progress the others have nothing so far i hope next week on 12/10 there will be more progress
L-I,"[ - GrassHoppers are one of the most unic insectson the planet - ]"
L-I,[ - GrassHoppers really have sixlegs- ]
L-I,grass hopers have 6 legs check your work please thanx
L-I,Thats not how you spell Grasshoppers or info check this BILL thanks
L-I,[ - A Grasshoppers Thorax is really big- ]
L-I,"mosswith nearly10,000 species. Liverworts (Phylum Marchantiophyta) account for approximately6,000 species, and hornwort (Phylum Anthocerotophyta) species number about 200.BY: BRENNA STEPHENS"
L-I,"[ - When it's cold, Ants sleep through the winter. They can be frozen without harm. Ants also move their colonies deeper below the frost line. Ants also can sleep in logs and stumps.- ]"
L-I,"Titariomyrma gigantuem Size 6 cmMonomarium pharaonis Size 2 mm"
L-I,"Snowflakes form depend on the tempreture of the air.warmer: simple formcolder: complex form"
L-I,evaporation is water. water is steaming.
L-I,yeah africa is closer to equator
L-I,hey tyler a shorter word for water is H2O
L-I,yes thatsn right but some of the gose to the trees and dose not dry up and it stays under ground
L-I,"i know that one diffrense is that sugar drinks have stuff likecornsyrupnatral flavorslots of sugarlots of lactose."
L-I,"[ - The Water comes from graciers, lakes, groundwaters, swamps, and river.- ]"
L-I,Water scarcity happens when a place is too hot like Africa. The water evaporates more often.
L-I,"Some ways humans purify water are...*Boiling*Iodine*Filtration systems*Evapration traps"
L-I,"One way humans purify water is a filtration system, Another way humans could purify water is boiling the water."
L-I,[ - is that it has to do with chemestrey- ]
L-I,wow you can‚t we can clean it but making it is a [No] you can serch that ongoogle. But still.
L-I,"We know how to make water but its really hard and there are lots of complications.( google it )"
L-I,hey timy they already made a filter that can trancfer the salt out of salt water
L-I,Salva doesn't have the mateirials.
L-I,[ - is that we should build filters in big factories and transport water all around the world and check if the filters take out the salt in the water.- ]
L-I,"freshwater is water that humans need to survive,"
L-I,Water pollution is the contamination of bodies of water usually caused by humans. Water pollution happens when contaminants get into the water source.
L-I,because we cant servive without water!!!
L-I,I think in our group we should have put the tube inside the beaker and put tape around it more.
L-I,Fish have gills which help them breathe underwater.
L-I,"The water sikell is so in porentent for us as humens.and us with plastic is so bad for evey thing . straerRecycling. or we are going toRegretted.most of our water comes from our oceans. which are very dirty. There is stillnot much left for the animals and it will be very disgusting cuz I was little pieces of plastic."
L-I,my group put the coffee filters inside the cups and we put the carbin in it and poored the water in. It was clean but it was blue. Next time i would only put a little bit of the carbin and a little bit of the water.
L-I,the bule sand like stuff is the fertilizer
L-I,"Our groups plan was1. White filter2. White filter with Activated Carbon3. Brown Filter4.White fiterUnfourtunaly Our plan took out most of our Nitrates wre taken out but our Nitrate level was about 50 Nitrates so in that case our water was still unsafe to drink"
L-I,our groups desigened work we use white fiter then carbon and brown fiter. next time we wont pour too much dirt water in the carbon so it wont go on the table.
L-I,in class we had to filter water with a coffee filter and we learned that if you double the coffee filter over it will do better against the dirty water.
L-I,"To reflect on todays science expirement, I know that I should use carbon as the second step instead of the first."
L-I,so I think that our 3 part filter was good but we messed up on the actived carbon because we did not put in a filter so the water would just stay there
L-I,"When we made the filter we used the W.filter , A. carbon and then B. filter when we filterd the water it turned out clear."
L-I,"When I did the thing which you have to try to turn the dirty water into clean, it was kinda hard because my group sometimes fight, but we did it, but we thought we could use more of the active carbon but that made the water cloudy and dirty, it clean before we use all the active carbon."
L-I,[ - Soda can also weaken you teeth and bones. Water is good for you + water can hydrate you.- ]
L-I,YesterdayI puriefed water. First you do the white filter and then you do the A. carbon and after that you do the brown filter. That's how you get a really good score.
L-I,"During the filtering expriement we did, I learned that if we add to much A carbon, it turns the water all black and cloudy, in conclusion...don't put a lot of A carbon in the water to filter it. :)"
L-I,"When we first filtered our water it still had some bule in it from when it was dirty,but when I was cleaning up I realised that it looked cealer/it had no more color,My theory is that Filters work better over time."
L-I,today we tested how much toxin was in dirty water and there was so much of it! i will continue...
L-I,"[ - I learned was that with my group we saw way to filter wateruseing coffe filters! it was so fun because when where doing the project and I saw that we were all having fun in the processe. we also saw that we learned from our mistakes! we had clear water but we though that it coud be MORE clean so we added more carbon and the clear water with the left over dirty water, but it didn't turn out as planed. so thats all I have to tell you about my team project, I hope I tought you all something.- ]"
L-I,Good for salva he did what he wanted. He did what was wright for his people.
L-I,"My class and I finsh the bookA Long walk to water an it was really good.We should really build pipes around places where people cant get water"
L-I,Even if we get ground water we still have to filter it.
L-I,Mosquioes are the most different creature on the planet because its one of the only living creature carry diseases
L-I,i told you you have to do a 2 finger click when you do that you have to click the open link to new tab.
L-I,DID YOU KNOW THAT ANTS HAVE BEEN ON EARTH SENS DINASORS AND SURVIVED THE ICE AGE
L-I,[ - is that they NEED food to survive!!- ]
L-I," soil is a wonder and i've never heard of white soil. and anyway soil is used for many things like plants,chipmuncks and people."
L-I,"[ - is that most water are dirty in villages, and If we install filters in villages so they can be clean.- ]"
L-I,[ - is that if we find a way to filter saltwater it could help humans- ]
L-I,[    A better theory  - is like how an ants or whatever are working or somthing couse you can wach videos- ]
L-I,[    My theory  - Do you know energy carries all the time.right now energy is being carried from a plant to little animal to big animal back to little animal to soil and it repeats agian and again.- ]
L-I,"[    My theory  - I think worker ants do most of the work, the worker ants would be building the ant hill. I agree that the ant hills would be made out of dirt too.- ]"
L-I,[    My theory  - if ants build ant houses and they carrie the grains of sand won't they fall of- ]
L-I,[    My theory  - if you need any ideas dont water the ants. Ants could die if waters hits ants. build just a few ant hills. Because thousands of ants live in one ant hill
L-I,"[    My theory  - Is i think if you wanna see if it is a living. It has to grow somthing and need water to live..- ]    
[    New Information  -A non living thing does not need water to survive.- ]"
L-I,"[    My theory  - Is if a venomous or poisonous animal eats another venomous or poisonous animal, some will survive, and some will maybe die. some animals eat venomous or poisonous animal as a food sourse, but maybe another animal can't survive it.- ]"
L-I,"[    My theory  - is if you crush a seed and give it water, soil and sun it will grow- ]"
L-I,[    My theory  - is it flips over- ]
L-I,[    My theory  - is many apples rot because the weather is changing - ]
L-I,[    My theory  - is maybe that the male might become king of the ants- ]
L-I,"[    My theory  - is over time, I think that the stem of the apple gets weaker and weaker, and sometimes the wind might blow the apple off the tree and probably some animals nock them off too.- ]"
L-I,[    My theory  - is that a bird or animal flys over and drops it into the courtyard and then lays eggs that make more spider which make more and more and more until they go exsticked or the eco system dies.- ]
L-I,[    My theory  - Is that air works to clean up are ecostyem by blowing dead leaves away or to barry it - ]
L-I,"[    My theory  - is that an Anthill is prepared by worker ants that are strong. (Like not ants that are just born)- ]    
[    A better theory  - Is that the Queen ant could get a part of a different colony who the queen says in Ant Language could say ""Build me an Anthill!""]"
L-I,"[    My theory  - is that animanles clime under ground to the court yard and eat bugs and frogs other animales to how do all those other animanles
- ]"
L-I,[    My theory  - is that birds carry them over- ]
L-I,[    My theory  - is that I usually see moss on the dark areas of trees. So I am thinking it forms on dark areas. I also think it forms when its dewy and wet.- ]
L-I,[    My theory  - is that if a predetor is close it will turn over to blend in- ]
L-I,[    My theory  - is that if moss dies out then it will create a problem wave in the ecosydom many animals will die and plants will to because it provides water on those hot days when there is no water- ]
L-I,[    My theory  - is that it will still live but it cant do thing as fast it will walk way slower and it may die because it cant get to food on time.- ]
L-I,"[    My theory  - is that jaguars don't really eat chimpanzees, and that people from africa don't kill and eat jaguars... but I think that chimpanzees might eat ants. Good work overall.- ]"
L-I,"[    My theory  - is that mabye 2 grass hoppers went arcross the top of the building and had a lot of kids (grass hoppers) and thats how- ]    
- ]    
[    This theory cannot explain  - how the grass hoppers made it across- ]"
L-I,"[    My theory  - is that maybe plants
make food. The roots also need air so they can get nutrients and Plants need air. They use the carbon dioxide in the air for water because there is 1% of water in air. It is called photosynthesis. (some info from google.)
- ]"
L-I,[    New Information  - All ants have different jobs. As they grow they get darker.Ants go faster since they have tiny legs.there can be a thousands of ants in a anthill. If a ant get feed the right things they can be a queen.- ]
L-I,"[    New Information  - Almost every ecosystem needs soil for their environment. Soil is a massive help towards growing plants and being homes towards many insects. Without soil, plants wouldn't grow and the food web would go wack without all the producers/plants. - ]"
L-I,"[    New Information  - Almost every ecosystem needs water, to grow its enviornment and its whole species. Every animal needs water, plants need it in order to grow too. Without plants in the food chain, it would go wack, making a species over populated and then go extinct. - ]"
L-I,"[    New Information  - I learned is that abiotic means decomposition by a chemical process, and that biotic means decomposition of living orgonisms.- ]"
L-I,"[    New Information  - Peat is formed by decaying moss and plants. This is important because peat is a fuel. It can be used for fertilizer, burn for fuel, and eventually, it becomes coal.- ]"
L-I,"[    New Information  - The sun provides humankind with light and heat to create new earth habitate. It also provides plants to grow to help the food chain. Sunlight also helps with weather, which weather helps ecosystems too. Sunlight can cause droughts when there is less rain and intense rain.- ]"
L-I,[    New Information  - You can tell how old a tree is if you cut it open a bit you see circles 1 circle for every year- ]
L-I,[    New Information  -When ants die the other ants leave it alone but after two days they carry it to the ant graveyard. They do this because after two days it starts to smell which gives signals to the ants that it is dead.
L-I,"<blockquote>

I learned that the food chain is what connects animals.
[    My theory  - is that the food chain is in regions because pandas are only in Asia so something in antarica can't eat it.
[    A better theory  - I have is that somehing in both places can connect them. Mabey something that live in one place gets eaten by something tat lives there and in another place and that animal gets eaten by anther animal.- ]    
- ]    
</blockquote>"
L-I,"a plant can grow without real sunlight but if you dont have real sunlight it has to grow withartificial sunlight (lamp,light,night light) but a plant can not grow without sunlight"
L-I,"A species is a group of organisms that are so alike they classify as a group,to be a type of species the organisms have to be able to reproduce for example a Mule is not a species because it is not able to reproduce."
L-I,Air+water+sunlight=wind water makes clouds and if you add too much wind you'll make a thunderstorm or atornado
L-I,"All moss needs to haveSPORES to live cause
that is how water and air gets into the Moss
or the plant"
L-I,All plants usesunlightto make food (sugars) in a process called photosynthesis
L-I,another reason why living things need energy is because if you don´t eat you can starve and cannot live
L-I,"ants are super strong, so they dig the hole quiqly even after it gets destroyed"
L-I,apples fall off the trees in winter because they get weak.
L-I,Atoms are small particles (building blocks) that are everywhere. They are made up of a central dense nucleus which is surrounded by one or some more lightweight negativity charged particles that are called electrons.
L-I,"carbon is everything, without carbon there would be no universe"
L-I,"Decomposersbreak down the remains of dead plants and animals and, in doing so, releasecarbon dioxidethrough respiration."
L-I,energy can come from the sun and fossil fules and the suns energy is the main source of life like the plants convert it into food for them. and then an anamail comes along and eats the plant and absobs the energy.
L-I,first apple trees need sun light to grow and the rain then it keeps growing and growing untill it becomes a big apple tree with tasty apples on it
L-I,flamingos are born gray but they eat a type of plant and a type of mineral in the plant turns the flamigo pink. it should be the same with ants
L-I,I agree with Varsha becasue I onlny see moss on tree bark and the ground/dirt.
L-I,"I agree with you, because trees and plants can not live with out chlorophyll."
L-I,"I also think that the moss grows to the north, because the north is colder and moss usually grows in cool and wet conditions."
L-I,I also think that the moss is effected by the tree position.
L-I,"I Can Add On To That Beacuse When The Weather Is Putting The Pressure On To The Apple And Making It Fall Off The Tree Its Like When Someone Were To Push You Off The Edge Of A Pool, The Pressure Of The Person Pushing You Is Putting Impact On Your Boby And Therefore Making You Fall Into The Pool. Also I Agree With You Saying That If A Person Were Sick Its Like An Apple Slowly Rotting Because It Dosn't Have The Nutrients To Grow Off Of."
L-I,I can add on to that because when weather puts the pressure on the matter it can make it transfer into a different shape or fall apart like if there was a Tsunami the waves are so strong that they can make houses and buildings fall apart and it can squish cars and make them flat or put them into a different shape or like when you pour water into a cup it takes the form of the cup.
L-I,I dissigry they carry sand one by one I think.
L-I,I don't think plants have energy I think they have nurtrients that turns in to fuel/energy for the thing thats eats them.
L-I,"I don't think the moss will die out because when moss dies, it will become rich soil for new mosses and plants to grow."
L-I,I dont think metal ever lived.
L-I,I dont think so because what if a bee died in it?
L-I,"I learned tha there are over 12,000 types of ants. Also they are soical insects witch mean they move in larage groups."
L-I,I noticed that maybe only some trees have moss growing to the north maybe like a compass moss will grow to the north because there is something there what is that something
L-I,"i predict that the moss on the ground will keep growing if it gets water and sun or else it will die .
[    My theory  - is that the cold weather and the rain will keep it alive . Or the rain will sit there and the cold will freeze it- ]"
L-I,I think once the ivy interacts with the skin it will infect the outside layer of skin and the Interaction will cause an infection from bolth the ivy and the skin and that will create the rash. :)
L-I,"I think that the weather is making the apples fall down beacause the wind is putting preser on the apple.
[    My theory  - is that when the apples fall down they rot because they don't get the nuterents they need- ]    
[    I need to understand  - that the applesare like people if the don't get there nutrents they get sick.- ]"
L-I,"I think that there is nutrients in thing animals eat that give them energy, if they can't get energy they might be a canirvor if it's a plant because they can't convert those nutrients"
L-I,I think you miss understand what spores are. Spores are kind of like the seeds for moss exept there´re microscphic.
L-I,I think your 2 answer is correct and that it is probably a different type of moss
L-I,if a feamle ants eat the right food they turn into queen ants
L-I,if an ant eats the right kind of food it can become a queen ant!
L-I,In Photosynethesis the plant will use energy from the sunlight to convert carbon dioxide from the atmosphere into simple sugars. A plant needs water and sunlight for food.
L-I,In the daytime the hot air comes from the river and than it goes up in the air and than the cold air replaces it. In the courtyard when its about to be winter the nights are cold but in the summer the nights are worm by the ways the air cycle in the daytie is the opposite of the air cycle in the nightime.
L-I,IS tHAT the green side might be for camofloging with the leef and brown side for sand
L-I,it interacts with humans because if it is contagous than it can spred around if you tuch it.
L-I,it probably grew like that over time.Maybe something happened to it.
L-I,leaves absorbe the sun light and water and creates the suger that it uses to live .
L-I,maybe a cherry tree or some type of trees full of fruits.
L-I,Maybe small animals like ants for a nest or a birdwhen the moss is on the tree the bird might use it for it's nest.
L-I,"Maybe The Ant That Eats the right food will not be the king because it dosen't lay babies.
But it can lead the other ants to find another group with a queen!"
L-I,Maybe there is somethingattracting the moss so it goes north?
L-I,Mosquioes are the most different creature on the planet because its one of the only living creature carry diseases
L-I,Moss only grows on the northern side of tress if the tree lives in the northern hemisphere.If the tree lives in the southern hemisphere the moss grows on the southern side of trees
L-I,Moss will grow better in damper places because it takes in all the water in the air.
L-I,"Most animals need water to survive, water allows metabolism occur which is the process that drives all the biochemical reaction that take places in cells"
L-I,"Most likely, it would not grow. Just because that the roots are whatSTARTthe process for the tree to grow.
[    My theory  - mostly, is that the tree will not grow anymore, but will still live... Unless you cut it or it falls.- ]"
L-I,"My theory is you can feel the sun on you even if it? far away because the rays give off a whole lot of energy, the sun reflects on a cloud and a cloud shoots to the ground like a mirror"
L-I,My theroy is that white soil interacts with the plants the same as brown/regular does because I have observed NO CHANGE between either white soil or regular/brown soil. My hypothisis is that they are just diffrent colors and I do not think that that change makes a diffrence of how they grow.
L-I,"no, because metal is not madde out of anything living."
L-I,noah another term is apex prdetor Wich means top of the food web
L-I,"out side in the courtyard I found a brick wih a small patch of moss in the middle of the brick touching no other patches of moss
[    I need to understand  - how the moss lives- ]    
[    This theory cannot explain  - because I have not gatherd enough informaition- ]"
L-I,Photosynthesis is the process by which green plants and some other organisms use sunlight to create foods from carbon dioxide and water.
L-I,"Photosynthesis is the process used by plants, algae and certain bacteria to harness energy from sunlight and turn it into chemical energy. Here, we describe the general principles of photosynthesis and highlight how scientists are studying this natural process to help develop clean fuels and sources of renewable energy."
L-I,"Poison in poison ivy, poison oak, and poison sumac is called urushiol and it is used to protect the plant. NEVER burn the plant, because if the urushiol gets in the air and you breathe it in, it will most likely kill you."
L-I,Rhizoids are the super thin roots that hold the moss in place. They aren´t very strong so you could pick it up without struggle.
L-I,"Serena:an egg is clear then it turns white when it is older then the baby is clear and gets its coloRS when it's older
Camryn a baby is clear till it gets older than they turn a dark brown"
L-I,Some caterpillars like monarchs eat milkweed leaves so that they can scare there predators off and so they dont get eaten
L-I,"Some flowers are very sweet-smelling, and they originally grew thorns to protect themselves from animals that may try to eat them. So my theory is that they they may have been for protection, like you said."
L-I,spiders eat insects and get eaten by birds and fish so spiders are first level predators but not apex predators
L-I,"Spores are carried by the wind. Then, it grows into moss."
L-I,"The apple rots because the enrgery from the tree put it into the apple when it was on the tree and when said apple fell off of the tree,it didn't get any more ""food"" from the tree so it will rot and die then posibly get eaten."
L-I,the bettle has a brown side for camiflouge and the green side is for that if camiflouge fails it can turn around to show the brigh green side to try to scare away the preadator
L-I,the energy is still being produced because if it stoped the tree would die. the leaves are probably are getting weak and dry because the cold.
L-I,the female moquitos spit on your skin to num up your skin were it smells/looks sweeet and suger filled and then they put their sharp nose in your skin and find a blood vesel and suck out your blood.
L-I,The freezing and cold tempretures will kill the moss. and the rain will help it grow.
L-I,The plant also useswater from rain and carbon for the process to work for the gluocose like a cooking recipe
L-I,"there are diffrent types of moss such asiron moss wich will only grow on thigs with heavy amounts of iron on it
[    My theory  - is that the moss only sticks to certain things- ]    
your friend Sienna (:"
L-I,"There can be a lot of different animals.
[    New Information  - insects are anials too.- ]     If insect are animals there is so many types of animals like grass hoppers,ants mousqutioand other different insects ."
L-I,They give plants energy and animals eat that plant so they get energy and so on.
L-I,"They Need Sugar So They Could Make Fruits And My Question Is How Do The Plants Make Sugar
Photo=Light And Synthesis=Putting Toghether
Leaves Have Tiny Pores Called Stomata So Carbon Dioxide Can enter the plant"
L-I,"Toads can burrow if there is a predotor or a emergency, maybe thats where toads go when its winter, under ground."
L-I,"when do the mosquitos stop drinkings the blood? well, that's a good question. etheir the mosquito's stomach gets full, or, it gets spotted and flys away quickly, or dies because it got swatted by somebody."
L-I,When the apple falls from the tree it gets a bruise then the decomposers build o to the bruise and takes the energy from the apple then the apple rots
L-I,When the apples fall they interact with the air because the apple is falling through the air.when it falls to the ground it is interacting with leaves. Over time the apple will interact with decomposers. The decomposers interact with the apple by eating it so it get rotten.
L-I,when they dig the ants push dirt out to make tunnles witch makes a ant hill like when you dig with a tunnle
L-I,when they fall of the tree than they cant grow any more like a human when a human eats and than grows and you grow till you cant grow any more than advetually die so thats the same with apples
L-I,"Why are baby ants white when their born and then they turn to their regular ant colony color and not just be born the same color as their ant colony? What I did learn though is that when the ants are born they have no legs and can't do anything without the help of the other ant or so called worker ants.
[    My theory  - Is if the baby ants are born without legs and can't do anything by itself maybe that has to do with why its color is white. Also if their decomposers maybe something from that equals to why the baby abts are born white and if they eat te right type of foods they can turn to their regular coloies colors.- ]"
L-I,"yes
[    My theory  - is- ]     yes during oter sesings in winter ther fur might white or oter colers"
L-I,"(
Image -> https://kf6.rit.albany.edu//manual_assets/kf4images/icon-note-unread-othr-.gif
""(missing link)"" (Link->contribution/)
by (missing authors))
When a tardigrade is dry up it starts to synthesize special molecules which fill the tardigrades cells to replace lost water by forming a matrix,
A matrix is like a net the marix keeps cells from the tardigrade from moving or combining"
L-I,[    A better theory  - I think ant hills are living because the are in are ecosystem and they are ecsposed to air to live- ]
L-I,[    My theory  - A Daddy long legs fangs are to short to bite people but there tails are have been so deadly with venom.- ]
L-I,[    My theory  - is that maybe the berries are a source of food to the stink bugs and that's why they were all over the berries.- ]
L-I,[    My theory  - is that moss lets go clusters of seeds into the air and let the wind carry it away- ]
L-I,[    My theory  - is that spiders can climb up walls because they shoot a spider web up and climb it and the web is sticky-]
L-I,[    My theory  - is that the enviormet is good here at this time .- ]
L-I,"[    My theory  - is that the ground hog that we saw might live here in guilderland because there are nutrients maybe here so that is why i am searching wy groundhogs live in guilderland- ]    
[    This theory cannot explain  - why ground hogs live in guilderland- ]"
L-I,[    My theory  - is that the moss might have got stuck on the brick somehow and there might have some water on it that might keep it sticking if you look in google how it gets stuck on the brick and gets nutrients from it might help - ]
L-I,[    My theory  - is that there are all kinds of diffrent cattipilers but there is only one kind that i know that is piosenes and it is white with black spikes and it is really cool iv seen one or two before and thoes are the most dangoures cattipilers that i know .- ]
L-I,[    My theory  - is that there is oil on the poison ivy that makes you ich and there is alot of diffrent ways it can get in any were at any time at any place .- ]
L-I,[    My theory  - is that they are poisonis because they eat stuff that makes them poison is- ]
L-I,[    My theory  - is that they eat anamals that cant hert them that much- ]
L-I,[    My theory  - is that they go down deep so preditors will not eat them- ]
L-I,[    My theory  - is that they NEED food to survive!!- ]
L-I,[    My theory  - is that they need there fur to survive and water food.- ]
L-I,[    My theory  - is that they still could live because they would still have a lot of their legs and most likely 2 legs would not through them of ballance- ]
L-I,"[    My theory  - is that weather is a super strong force that uses lots of different matter like wind, water,houses and more.- ]     weather can c HH znge a lot of things. LIke people if it always snowed no crops could grow and all living things would die out."
L-I,[    My theory  - is the apple fell of the tree and the decomposers eat the apple and the apple got less energy and rotted.- ]
L-I,[    My theory  - is the spider might still live for ages because a spider needs equal legs- ]
L-I,"[    My theory  - is the thorns are usedto keep plant eating animals away.- ]    
we should work together on this wondering"
L-I,[    My theory  - is there might have been nutrients on the bery so that must be why- ]
L-I,[    My theory  - is they might crall over the school like going on it and crall on to the roof to go in the courtYARD - ]
L-I,"[    My theory  - is- ]    
Apples fall because of gravity. The apple falls when it gets ripe. Once it is ripe it gets weak around the stem and the gravity pulls it down to the ground"
L-I,"[    My theory  - is- ]     toads do not go undergrond because they do not go undergrond
they go into a state of hibernation, and somecanbe exposed to temperatures below freezing. Aquatic"
L-I,"[    My theory  - Is, that the white and black catipiller is piosonous.- ]    
But some one else thinks there is another black and white catipiller in florida but I disagree."
L-I,[    My theory  - it is probably damp there to because it is dark and that stops the sun from drying it so maybe it grows in dark and damp places - ]
L-I,[    My theory  - mosquitos are the most deady creatures in the world. they can cary thousands of deiseases.- ]
L-I,[    My theory  - Moss grows on the north side of trees because water evaporates on the north side of the tree.In the southern hemisphere water evaporates on the south side of trees.- ]
